Date,Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),CTD Temperature (C),CTD Specific Conductivity (uS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (uE/m2/s),Turbidity (NTU),Particulate Microcystin (ug/L),Dissolved Microcystin (ug/L),Extracted Phycocyanin (ug/L),Extracted Chlorophyll a (ug/L),Total Phosphorus (ug P/L),Total Dissolved Phosphorus (ug P/L),Soluble Reactive Phosphorus (ug P/L),Ammonia (ug N/L),Nitrate + Nitrite (mg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm ,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
8/5/2019,WE2,,5.1,Bottom,,,,,,,,25.3,287.4,4.2,35.2,7.4,0.7,,9.83,<0.1,31.3,41.86,,,,,,,,,,
8/5/2019,WE4,8.95,0.75,Surface,9:14,41.8269,-83.1954,4.59,0.21,sunny,2,24.6,232.9,2.2,58,7,110.73,7.49,2.64,<0.1,15.13,28.73,17.71,3.54,1.91,4.59,0.181,1.94,0.31,0.37,5.68,4.21
8/5/2019,WE6,3.38,0.75,Surface,11:56,41.7057,-83.3831,3.32,0.15,sunny,0.1,26.4,341.3,10,8.8,8.3,22.71,34.1,10.33,<0.1,135.8,150.15,135.08,11.68,4.99,9.13,1.248,7.62,1.53,3.82,28.6,20.05
8/5/2019,WE6,,0,Scum,,,,,,,,,,,,,,,13.09,<0.1,164.48,191.65,,,,,,,,,,
8/5/2019,WE8,5.45,0.75,Surface,8:26,41.8347,-83.3587,4.21,0.26,sunny,0.75,25.6,260.5,5.4,26.3,7.8,23.56,22.3,10.02,<0.1,48.81,76.25,50.64,5.5,3.01,5.21,0.003,5.25,0.89,1.67,7.52,7.09
8/5/2019,WE8,,4.6,Bottom,,,,,,,,25.5,263.8,3.7,40.2,6.5,0,,7.02,<0.1,50.96,34.58,,,,,,,,,,
8/5/2019,WE9,3.26,0.75,Surface,12:31,41.7177,-83.423,2.38,0.11,sunny,0.1,26.3,319.9,14.4,2.8,9.5,51.59,116,35.39,8.19,114.78,593.32,360.99,12.13,3.54,8.44,0.074,36.25,6.35,3.76,101,85.23
8/5/2019,WE9,,0,Scum,,,,,,,,,,,,,,,101.66,11.82,125.63,884.52,,,,,,,,,,
8/5/2019,WE12,7.11,0.75,Surface,11:04,41.703,-83.2544,2.42,0.29,sunny,0.75,25.7,265.2,5,28.7,8.1,159.33,11,4.3,<0.1,32.56,53.56,35.79,4.67,1.8,6.67,0.172,3.97,0.57,1.3,12.4,7.93
8/5/2019,WE12,,6.3,Bottom,,,,,,,,24.9,325.6,5.6,24.6,4.8,0,,22.12,<0.1,52.55,108.84,,,,,,,,,,
8/5/2019,WE12,,0,Scum,,,,,,,,,,,,,,,10.49,<0.1,49.97,141.41,,,,,,,,,,
8/5/2019,WE13,9.44,0.75,Surface,9:54,41.7447,-83.1386,4.59,0.21,sunny,1,25.5,242.4,3.3,43.8,8.3,585.55,8.44,2.97,<0.1,26.7,41.47,25.57,3.31,2.31,5.84,0.033,2.7,0.38,0.71,4.02,2.53
8/5/2019,WE13,,8.5,Bottom,,,,,,,,25,251,2.8,49.9,6.9,0.38,,2.95,<0.1,5.83,9.67,,,,,,,,,,
8/5/2019,WE16,6.43,0.75,Surface,10:30,41.659,-83.1449,1.76,0.19,sunny,1,26.3,274.7,4,36.8,8.3,157.74,8.17,2.82,<0.1,18.08,37.7,26.49,5.23,3.28,4.97,0.167,2.27,0.58,1.31,4.6,3.03
8/5/2019,2019.1,,0,Scum,12:14,41.7075,-83.3761,,,sunny,,,,,,,,,142.26,4.03,357.05,1705.86,,,,,,,,,,
8/12/2019,WE2,5.84,0.75,Surface,12:39,41.7615,-83.3309,11.66,1.07,partly sunny,0.5,24.7,253.2,7.4,16.8,6.6,349.78,16.6,5.23,0.48,37.96,52.87,40.26,4.24,4.13,2.37,<0.002,3.91,0.6,1.3,13.48,9.05
8/12/2019,WE2,,4.6,Bottom,,,,,,,,24.7,253.3,5,28.8,7.5,0.27,,4.23,<0.1,32.69,55.03,,,,,,,,,,
8/12/2019,WE4,8.77,0.75,Surface,8:56,41.8256,-83.1971,8.34,1.23,partly sunny,4,24.3,227,1.7,66,6.3,281.53,1.04,0.17,<0.1,1.02,5.63,9.33,1.73,2.8,7.14,0.189,0.45,0.08,0.21,1.81,0.84
8/12/2019,WE6,3.12,0.75,Surface,11:54,41.7046,-83.3694,13.15,0.68,partly sunny,0.5,24.8,286.9,7.5,15.2,8.3,71.58,25.2,7.85,<0.1,102.27,100.53,69.65,7.26,3.97,3.07,0.103,5.24,0.83,2.11,16.26,9.69
8/12/2019,WE8,5.44,0.75,Surface,8:11,41.8325,-83.3598,9.72,0.86,cloudy,0.75,24.8,263.5,4.9,29.1,6.3,47.64,14.3,12.16,<0.1,49.27,51.57,47.89,5.27,4.54,3.54,0.003,3.83,0.56,1.55,12.77,8.44
8/12/2019,WE8,,4.6,Bottom,,,,,,,,24.8,263.5,5,29,7,3.08,,8.33,<0.1,46.04,59.8,,,,,,,,,,
8/12/2019,WE9,2.9,0.75,Surface,12:12,41.717,-83.4249,13.61,0.68,cloudy,0.25,25.1,355,18,1.1,7,14.42,37.6,7.6,<0.1,60.22,81.47,123.03,16.21,12.46,5.6,1.44,5.27,0.98,3.07,36.77,9.31
8/12/2019,WE12,6.95,0.75,Surface,10:54,41.7021,-83.2551,12.28,0.85,cloudy,0.5,24.5,267.4,5.8,23.2,6.1,126.01,11.1,7.39,<0.1,22.04,42.47,43.43,4.15,3.75,4.77,0.193,2.74,0.48,2.99,11.48,5.79
8/12/2019,WE12,,6.1,Bottom,,,,,,,,24.6,266.8,5.8,23.6,7,0,,8.97,<0.1,39.49,50.27,,,,,,,,,,
8/12/2019,WE13,9.31,0.75,Surface,9:45,41.7438,-83.1401,10.83,1.18,cloudy,1.75,24.3,225.5,4,39.8,6.1,201.81,3.02,0.51,<0.1,0.48,6.22,11.52,1.7,3.29,5.81,0.189,0.57,0.09,0.18,4.2,1.96
8/12/2019,WE13,,8.4,Bottom,,,,,,,,24.3,226.8,2.5,53.3,6.6,2.64,,0.33,<0.1,0.81,6.35,,,,,,,,,,
8/12/2019,WE16,6.38,0.75,Surface,10:21,41.6593,-83.1455,11.6,0.98,cloudy,0.75,24.6,268.6,5,28.3,5.5,96.89,15.5,4,<0.1,30.18,29.29,37.61,4.85,4.02,21.87,0.164,2.39,0.4,1.4,11.2,5.23
8/19/2019,WE2,6.38,0.75,Surface,12:57,41.7621,-83.3303,0.59,0.19,sunny,0.5,25,240.5,5.5,25,8.9,552.77,18.7,7.02,0.87,,68.01,47.91,4.79,4.53,5.44,<0.002,5.22,0.78,2.06,14.7,9.63
8/19/2019,WE2,,5.2,Bottom,,,,,,,,24.4,243.6,5.8,23.3,7.1,0,,10.61,0.47,,62.11,,,,,,,,,,
8/19/2019,WE4,8.71,0.75,Surface,9:04,41.827,-83.1974,4.7,0.2,cloudy,2.5,24.5,239.1,1.8,64.2,6,223.81,3.73,0.66,0.21,,13.36,12.97,1.25,1.53,15.58,0.157,1.49,0.21,0.32,3.7,2.23
8/19/2019,WE6,3.53,0.75,Surface,11:48,41.7109,-83.3668,2.21,0.15,sunny,0.25,24.7,265,15.3,2.3,8.6,0.55,45.6,8,0.74,,140.89,102.81,7.85,6.24,7.08,<0.002,9.37,1.23,4.96,35.7,23.83
8/19/2019,WE6,,0,Scum,,,,,,,,,,,,,,,10.98,1.52,,1839.24,,,,,,,,,,
8/19/2019,WE8,5.48,0.75,Surface,8:15,41.8336,-83.3598,5.39,0.32,cloudy,0.75,24.5,254.8,6.1,21.9,5.9,34.49,16.7,7.79,0.59,,59.87,59.12,6.07,3.65,5.44,0.006,4.87,0.66,1.61,15.2,13.53
8/19/2019,WE8,,4.7,Bottom,,,,,,,,24.5,254.9,5.9,22.6,6.1,0,,5.46,0.87,,60.26,,,,,,,,,,
8/19/2019,WE9,3.23,0.75,Surface,12:15,41.7173,-83.4218,0.8,0.15,sunny,0.25,24.9,364.1,13.5,3.4,5.8,166.66,32.3,12.9,0.74,,93.65,121.07,14.05,10.48,9.66,1.121,5.58,0.87,2.68,22.4,12.13
8/19/2019,WE9,,0,Scum,,,,,,,,,,,,,,,13.11,0.82,,650.75,,,,,,,,,,
8/19/2019,WE12,7.15,0.75,Surface,10:55,41.7029,-83.2539,3.39,0.17,cloudy,0.5,24.5,242.2,6.7,18.9,7.5,127.17,22.7,5.03,0.27,,72.35,47.43,3.11,2.32,4.95,<0.002,4.01,0.57,0.78,16.5,9.33
8/19/2019,WE12,,6.3,Bottom,,,,,,,,24.3,242.5,6.3,20.7,7,0,,5.94,0.45,,43.83,,,,,,,,,,
8/19/2019,WE13,9.47,0.75,Surface,9:44,41.7469,-83.1379,3.4,0.21,partly cloudy,1.5,24.4,238.9,2.6,52.5,6.1,249.72,3.94,0.71,0.25,,8.95,15.83,1.48,2.95,10.15,0.186,1.24,0.23,0.3,5.5,2.33
8/19/2019,WE13,,8.5,Bottom,,,,,,,,24.3,239.1,2.6,52.1,6.6,1.57,,0.59,0.25,,7.35,,,,,,,,,,
8/19/2019,WE16,6.44,0.75,Surface,10:21,41.6596,-83.1453,4.28,0.18,partly cloudy,0.75,24.3,256.1,4.6,31.3,6.6,197.52,11.1,3.17,0.52,,41.19,38.52,4.1,3.1,15.9,0.009,3.13,0.45,1.1,11.6,4.03
8/19/2019,2019.2,,0,Scum,12:40,41.7395,-83.3711,,,,,,,,,,,,18.66,1.27,,1333.8,,,,,,,,,,
8/28/2019,WE2,4.93,0.75,Surface,8:59,,,15.69,2.61,sunny,0.5,22.7,252.6,9.8,8.6,6.5,309.66,20.6,2.48,0.95,32.08,52.5,59.71,7.3,1.86,4.13,0.004,3.03,0.43,1.22,19.73,5.91
8/28/2019,WE2,,4.6,Bottom,,,,,,,,22.7,252.7,9.5,9.4,6.9,0,,3.52,0.48,26.63,96.33,,,,,,,,,,
8/28/2019,WE4,8.72,0.75,Surface,11:56,,,10.52,1.28,sunny,0.25,22.9,243,6.6,19.4,6.3,27.44,13.3,0.71,0.32,14.78,39.63,44.42,3.76,4.19,4.11,0.016,2.34,0.34,0.95,14.37,5.24
8/28/2019,WE6,3.18,0.75,Surface,8:15,41.834,-83.359,14.76,0.91,sunny,0.5,22.4,324.7,17.6,1.2,6.7,68.44,39.9,4.9,0.78,49.93,69.27,111.82,17.81,15.92,13.09,0.546,4.17,0.68,2.35,36.2,9.09
8/28/2019,WE8,5.31,0.75,Surface,12:20,,,9.01,1.18,sunny,0.25,22.1,293,11.6,5.5,5.6,8.14,23.6,0.59,0.57,25.78,54.02,81.37,8.66,7.88,24.25,0.274,3.53,0.61,1.87,26.53,7.35
8/28/2019,WE8,,4.5,Bottom,,,,,,,,22.3,305.2,11.4,5.8,6,0,,1.67,0.47,28.74,57.67,,,,,,,,,,
8/28/2019,WE9,2.81,0.75,Surface,10:59,41.7034,-83.2557,15.15,0.86,sunny,0.5,22.6,358.8,22.5,0.4,6.7,41.41,51.3,5.18,0.6,27.66,63.91,127.19,25.79,23.25,25,1.131,3.56,0.65,2.65,42.47,8.75
8/28/2019,WE12,6.9,0.75,Surface,9:50,41.7424,-83.138,10.31,1.22,sunny,0.5,22.7,254,10.2,7.8,6.5,151.58,19,1.89,0.53,22.66,45.48,55.69,6.15,8.48,5.7,<0.002,2.69,0.44,1.18,22.27,6.38
8/28/2019,WE12,,6,Bottom,,,,,,,,22.6,254.1,10.4,7.5,6.5,0,,3.04,0.37,20.12,42.36,,,,,,,,,,
8/28/2019,WE13,9.21,0.75,Surface,10:27,,,9.15,1.36,sunny,0.5,22.9,232,4.5,32.5,6.6,57.48,7.77,0.95,0.13,7.79,31.98,26.04,1.66,2.9,4.55,0.025,1.43,0.31,0.43,9.1,3.48
8/28/2019,WE13,,8.4,Bottom,,,,,,,,22.9,232.1,4.3,33.7,6.9,0,,0.77,0.17,11.43,30.23,,,,,,,,,,
8/28/2019,WE16,6.17,0.75,Surface,11:37,,,10.09,1.11,sunny,0.5,22.6,237.9,6.4,20.1,6.3,78.32,13.8,1.16,0.31,10.23,35.23,34.87,2.39,3.77,4.35,0.012,1.84,0.26,0.7,13.1,3.54
9/3/2019,WE2,5.69,0.75,Surface,12:55,41.7606,-83.3326,17.34,1.6,cloudy,0.5,21.9,270,13.9,3.1,6.7,45.19,28.2,0.32,0.38,19.95,70.64,84.6,6.64,3.43,22.25,0.008,3.2,0.58,1.7,30,6.15
9/3/2019,WE2,,4.6,Bottom,,,,,,,,21.8,270.2,14.5,2.6,6.6,0,,0.52,0.45,15.56,75.37,,,,,,,,,,
9/3/2019,WE4,8.71,0.75,Surface,9:13,41.8258,-83.195,5.98,0.43,sunny,0.75,22.4,250.9,6.5,19.7,6.6,168.74,12.8,0.16,0.18,6.9,45.97,54.78,5.91,2.82,4.31,0.011,2.46,0.45,1.03,14.47,4.29
9/3/2019,WE6,3.15,0.75,Surface,12:06,41.7044,-83.3857,15.67,0.87,cloudy,0.25,21.8,348.3,18.5,1,6.3,16.53,37.4,5.08,0.51,23.05,106.76,118.28,10.78,5.65,18.04,0.67,4.61,0.86,2.61,39.2,9.15
9/3/2019,WE8,5.23,0.75,Surface,8:13,41.8351,-83.3597,4.38,0.14,sunny,0.5,22.5,329.8,9.5,9.3,6.6,17.91,20.4,0.88,0.83,34.83,93.65,84.03,8.01,5.21,21.65,0.445,3.64,0.67,2.03,21.67,7.42
9/3/2019,WE8,,4.4,Bottom,,,,,,,,21.9,333.6,8.9,11,5.9,0,,0.87,0.26,18.7,71.08,,,,,,,,,,
9/3/2019,WE8,,0,Scum,,,,,,,,,,,,,,,3.44,0.39,492.83,267.18,,,,,,,,,,
9/3/2019,WE9,2.75,0.75,Surface,12:26,41.717,-83.4241,15.57,1.13,cloudy,0.25,22.2,412.7,16.7,1.6,5.3,38.08,42,0.72,0.26,9.44,69.37,157.79,49.27,40.99,52.81,2.427,2.84,0.57,3.44,42.87,6.41
9/3/2019,WE12,6.94,0.75,Surface,11:09,41.7034,-83.2558,12.54,0.66,partly cloudy,0.5,22.2,255,9.5,9.3,7,186.06,17.3,0.31,0.31,11.12,46.75,57.56,5.76,1.28,4.9,0.014,2.68,0.49,1.08,19.87,7.69
9/3/2019,WE12,,6,Bottom,,,,,,,,21.6,256.5,13.9,3.1,5.3,0,,0.13,0.19,5.09,61.77,,,,,,,,,,
9/3/2019,WE13,9.27,0.75,Surface,9:55,41.7421,-83.1378,8.77,0.7,sunny,1,22.5,231,4.2,34.9,7.6,313.73,7.34,0.32,0.14,2.56,22.62,24.81,2.43,1.47,4.66,0.013,1.81,0.19,0.46,9.07,3.02
9/3/2019,WE13,,8.4,Bottom,,,,,,,,21.9,234.4,6.9,17.8,6.1,0,,0.38,0.14,3.89,43.78,,,,,,,,,,
9/3/2019,WE16,6.23,0.75,Surface,10:33,41.6576,-83.1454,10.76,0.61,partly sunny,0.75,22.4,248.2,5.5,25.3,7.2,259.63,8.99,0.64,0.43,3.55,25.22,31.19,4.59,0.62,2.88,0.004,1.99,0.19,0.85,11.27,3.89
9/9/2019,WE2,6.57,0.75,Surface,12:56,41.7624,-83.3292,7.99,0.9,sunny,0.5,21.5,286.9,10.7,6.9,6.5,304.07,15.1,<0.1,0.34,2.32,28.93,68.58,24.04,12.85,35.22,0.351,1.97,0.15,1.55,16.73,4.35
9/9/2019,WE2,,5.1,Bottom,,,,,,,,21.2,285.3,16.9,1.4,6.5,0,,<0.1,<0.1,2.4,31.14,,,,,,,,,,
9/9/2019,WE4,8.92,0.75,Surface,9:10,41.827,-83.1918,3.97,1.17,cloudy,2.5,21.2,199.9,1.7,66.5,7.1,59.13,1.99,<0.1,<0.1,0.35,4.92,12.38,1.82,5.48,19.06,1.277,0.5,0.05,0.23,3.13,1.18
9/9/2019,WE6,3.3,0.75,Surface,12:03,41.7057,-83.3841,6.7,0.42,sunny,0.1,21.3,368.2,24.6,0.2,7.4,53.28,50.5,0.13,<0.1,32.22,84.24,144.82,22.71,10.25,74.81,0.235,4.85,0.93,2.67,51.67,12.09
9/9/2019,WE8,5.38,0.75,Surface,8:23,41.8351,-83.3568,4.28,1.31,cloudy,0.5,21.5,292.2,9.8,10.4,6.2,18.14,15.3,<0.1,<0.1,2.35,32.44,56.98,12.26,4.01,23.51,0.502,1.53,0.36,1.25,20.07,4.89
9/9/2019,WE8,,4.7,Bottom,,,,,,,,21.5,293.3,7.4,15.8,6.3,0,,<0.1,<0.1,2.27,35.88,,,,,,,,,,
9/9/2019,WE9,2.92,0.75,Surface,12:22,41.7176,-83.4228,6.97,0.47,sunny,0.1,21.5,337.1,15.1,2.3,7,161.29,29.5,<0.1,<0.1,15.08,64.3,110.4,18.73,7.06,45.38,0.154,3.51,0.53,2.16,33.87,8.49
9/9/2019,WE12,6.96,0.75,Surface,11:08,41.7037,-83.2553,3.26,0.58,cloudy,0.5,21.3,278,9.9,8.4,7,156.02,18,<0.1,<0.1,8.5,56.4,76.83,13.07,3.8,13.09,0.006,2.52,0.38,1.52,23.4,6.22
9/9/2019,WE12,,6.1,Bottom,,,,,,,,21.2,283.1,12,5,6.8,0,,<0.1,<0.1,2.69,72.74,,,,,,,,,,
9/9/2019,WE13,9.4,0.75,Surface,9:59,41.7444,-83.1353,1.66,0.87,cloudy,0.75,21.5,246.4,6.8,18.8,6.4,46.45,10.5,<0.1,<0.1,4.06,54.5,55.86,8.02,4.29,7.44,0.003,1.73,0.37,0.84,15.6,4.15
9/9/2019,WE13,,8.4,Bottom,,,,,,,,21.6,253.1,6,22.5,6.8,0,,<0.1,<0.1,3.83,50.51,,,,,,,,,,
9/9/2019,WE16,6.34,0.75,Surface,10:33,41.6581,-83.1434,1.69,0.61,cloudy,0.5,21.4,253.1,7.6,15,6.6,113.27,15.9,<0.1,<0.1,7.95,35.04,51.1,8.34,3.01,20.13,0.563,1.85,0.44,0.93,17.87,3.49
9/16/2019,WE2,5.82,0.75,Surface,12:15,41.7631,-83.3307,4.38,0.4,mostly cloudy,0.5,22.3,313.1,7.2,16.3,5.2,142.65,17.6,<0.1,0.46,6.07,10.06,65.55,29.69,16.42,8.5,0.249,1.14,0.1,1.72,16.1,2.81
9/16/2019,WE2,,4.8,Bottom,,,,,,,,22.1,317.2,8.3,12.7,5.6,0,,<0.1,<0.1,1.58,7.96,,,,,,,,,,
9/16/2019,WE4,8.74,0.75,Surface,9:11,41.8262,-83.1953,3.63,0.25,cloudy,3,21,225.3,1.1,75.3,6.2,164.22,1.74,<0.1,<0.1,0.76,3.76,9.74,0.51,3.9,175.46,1.266,0.25,0.09,0.19,1.69,0.76
9/16/2019,WE6,3.14,0.75,Surface,11:36,41.7053,-83.3856,5.65,0.34,cloudy,0.75,22.3,359.2,3.9,37.8,4.8,194.1,12.3,<0.1,<0.1,0.68,4.29,77.67,42.09,32.2,112.82,0.288,0.63,0.13,2.31,7.43,1.48
9/16/2019,WE8,5.19,0.75,Surface,8:31,41.8356,-83.3584,3.65,0.29,cloudy,1.5,21.7,306.3,2.1,58.8,5.5,52.87,5.54,<0.1,<0.1,4.99,7.92,51.76,24.21,14.1,132.47,1.515,0.87,0.15,1.46,6.47,2.01
9/16/2019,WE8,,4,Bottom,,,,,,,,21.8,308.8,2.2,58.2,5.7,1.19,,<0.1,<0.1,3.51,5.09,,,,,,,,,,
9/16/2019,WE9,2.9,0.75,Surface,11:52,41.7178,-83.4229,4.05,0.31,cloudy,0.5,22.5,383.3,7.9,13.8,5.3,163.14,15.9,<0.1,<0.1,4.54,25.94,91,49.06,34.5,114.89,0.194,1.47,0.18,2.48,17.87,3.62
9/16/2019,WE12,6.83,0.75,Surface,10:48,41.7028,-83.2543,6.61,0.32,mostly sunny,,22.1,286.3,3.6,40.9,5.3,154.56,8.05,<0.1,<0.1,23.66,24.64,70.48,24.79,15.83,6.52,0.263,1.63,0.3,1.37,9.9,2.88
9/16/2019,WE12,,6.1,Bottom,,,,,,,,21.9,289.3,4.2,34.8,5.5,0.16,,<0.1,<0.1,3.06,14.82,,,,,,,,,,
9/16/2019,WE13,9.29,0.75,Surface,9:56,41.7436,-83.137,5.29,0.19,cloudy,2,21.7,219.9,1.8,64.1,6.7,247.65,2.69,0.17,<0.1,0.81,12.25,12.78,1.68,0.75,89.06,0.117,0.83,0.15,0.24,4.03,2.04
9/16/2019,WE13,,8.4,Bottom,,,,,,,,21.6,235.2,2.3,56.3,6.9,1.58,,<0.1,<0.1,0.84,18.07,,,,,,,,,,
9/16/2019,WE16,6.2,0.75,Surface,10:22,41.658,-83.1444,6.45,0.23,cloudy,1.5,21.9,275.8,2,61.1,5.3,161.8,6.27,<0.1,<0.1,6.4,9.07,50.75,23.7,15.41,66.34,0.006,0.78,0.1,1.26,5.6,1.64
9/24/2019,WE2,5.81,0.75,Surface,12:33,41.7626,-83.328,6.2,0.39,,1,22.4,275.6,3.9,37.8,6,717.85,8.36,<0.1,0.21,4.62,10.8,44.61,23.05,15.28,40.17,0.127,0.4,0.07,1,8.36,2.69
9/24/2019,WE2,,5.1,Bottom,,,,,,,,21.7,273.9,4.4,33.6,6.4,3.18,,<0.1,<0.1,2.79,11.73,,,,,,,,,,
9/24/2019,WE4,8.96,0.75,Surface,9:04,41.8262,-83.1936,5.89,0.59,sunny,3.25,21.5,237.3,1.2,73.3,6.4,99.6,2.03,<0.1,<0.1,0.62,4.74,11.18,1.73,1.62,12.08,0.278,0.39,0.07,0.25,3.31,1.38
9/24/2019,WE6,2.98,0.75,Surface,11:47,41.7054,-83.386,5.45,0.28,sunny,0.5,22.2,402,6,22.1,6.7,36.69,12,<0.1,<0.1,7.61,34.52,71.25,25.77,15.05,8.3,1.175,1.37,0.21,2.28,11.87,3.82
9/24/2019,WE8,5.2,0.75,Surface,8:17,41.8342,-83.3605,6.89,0.49,cloudy,1.5,21.7,296.3,2.5,53.7,5.9,34.76,6.17,<0.1,<0.1,4.41,12.34,57.84,30.54,19.95,109.11,0.322,0.79,0.19,1.36,6.2,1.49
9/24/2019,WE8,,4.3,Bottom,,,,,,,,21.8,297.4,2.5,53.6,6.3,0.57,,<0.1,<0.1,5.15,11.8,,,,,,,,,,
9/24/2019,WE9,2.69,0.75,Surface,12:10,41.7174,-83.424,5.95,0.28,,0.25,22.2,366.4,10.9,6.6,6,29.11,19.6,<0.1,<0.1,4.39,25.81,78.1,28.93,19.92,41.85,0.821,1.34,0.29,1.93,21.28,3.33
9/24/2019,WE12,6.78,0.75,Surface,10:56,41.7029,-83.2551,5.56,0.36,,1.25,21.6,263.6,3.6,40.6,6,102.77,6.3,<0.1,<0.1,2.88,13.46,42.63,18.62,12.8,18.24,0.065,0.74,0.17,0.95,7.8,1.41
9/24/2019,WE12,,6,Bottom,,,,,,,,21.8,266.2,3.9,37.9,6.4,0.88,,<0.1,<0.1,3.18,14.17,,,,,,,,,,
9/24/2019,WE13,9.19,0.75,Surface,9:47,41.7429,-83.135,6.2,0.55,,2,21.6,235.8,2,60.7,6.5,131.58,3.15,<0.1,<0.1,1.21,8.59,16.04,2.31,0.29,13.01,0.197,0.6,0.16,0.28,5,1.45
9/24/2019,WE13,,8.3,Bottom,,,,,,,,21.7,236.1,2,61.3,6.9,3.29,,<0.1,<0.1,1.47,9.31,,,,,,,,,,
9/24/2019,WE16,6.15,0.75,Surface,10:22,41.6587,-83.1459,5.68,0.42,,1.5,21.3,251.2,2.6,52.7,6,568.34,6.34,<0.1,<0.1,1.75,9.69,33.57,14.35,9.3,22.05,0.029,0.59,0.16,0.74,5.96,1.45
10/7/2019,WE2,5.6,0.75,Surface,12:22,41.7627,-83.3327,5.32,0.73,,0.5,18.2,290.6,9.5,9.4,6.4,321.62,17.3,<0.1,0.37,1.21,10.8,58.18,23.25,4.65,27.2,0.296,0.9,0.18,0.99,18.77,2.47
10/7/2019,WE2,,4.9,Bottom,,,,,,,,18.1,290.9,10.5,7.3,6.9,0,,<0.1,<0.1,1.95,9.03,,,,,,,,,,
10/7/2019,WE4,9.01,0.75,Surface,8:16,41.827,-83.1949,6.8,1.25,,1.5,17.2,221.3,2.5,54.2,7.5,74.26,4.04,<0.1,<0.1,0.16,2.06,13.42,5.34,7.8,25.19,0.245,0.26,0.06,0.19,4.88,0.63
10/7/2019,WE6,2.94,0.75,Surface,11:33,41.7053,-83.3859,6.34,0.38,,1,17.4,351.1,4.2,35.3,6.2,223.57,9.79,<0.1,<0.1,1.22,5.46,63.02,43.87,32.7,74.88,0.657,0.47,0.11,1.7,10.34,1.55
10/7/2019,WE8,5.11,0.75,Surface,7:26,41.8342,-83.3611,8.16,1.04,,1.5,18.1,300,2.1,58.7,6.6,2.23,5.35,<0.1,<0.1,2.88,11.19,32.13,18.11,11.42,25.2,0.531,0.46,0.1,1.01,5.36,1.31
10/7/2019,WE8,,4.8,Bottom,,,,,,,,18.1,299.9,2.1,59.7,7.2,0,,<0.1,<0.1,2.02,11.61,,,,,,,,,,
10/7/2019,WE9,2.79,0.75,Surface,11:53,41.7176,-83.4236,6.11,0.31,,0.25,18.4,460.3,15.3,2.2,5.6,97.49,26.1,<0.1,<0.1,5.32,22.88,107.83,56.92,47.73,158.38,1.283,1.43,0.3,2.5,29.64,4.41
10/7/2019,WE12,6.66,0.75,Surface,10:39,41.7023,-83.2639,8.34,0.92,,1.25,18.5,251.6,8,13.9,7.2,146.9,10.6,<0.1,<0.1,1.65,22.88,31.56,9.42,3.29,6.07,0.161,0.84,0.14,0.45,13.2,2.37
10/7/2019,WE12,,6.4,Bottom,,,,,,,,18.5,251.8,6.5,19.6,7.2,0.02,,<0.1,<0.1,1.53,22.23,,,,,,,,,,
10/7/2019,WE13,9.07,0.75,Surface,9:25,41.7428,-83.1354,7.69,1.28,,1.25,18.2,265.1,3.1,46.1,7.5,129.85,3.66,<0.1,<0.1,2.58,19.7,26.28,8.33,5.4,7.28,0.321,0.63,0.1,0.67,6.47,1.25
10/7/2019,WE13,,8.6,Bottom,,,,,,,,18.3,265.2,2.7,50.4,7.4,0.14,,<0.1,<0.1,2.55,20.22,,,,,,,,,,
10/7/2019,WE16,6.05,0.75,Surface,9:59,41.6599,-83.1467,9.37,0.94,,1,18.2,304.3,5.1,29.4,6.5,132.45,9.96,<0.1,<0.1,1.32,6.29,45.09,29.05,23.08,39.64,0.378,0.55,0.07,1.28,9.72,1.05
