date,station_name,station_depth_m,sample_depth_m,sample_depth_category,time,lat,lon,wind_speed,wave_height,sky,secchi_depth,ctd_temp,ctd_specific_conductivity,ctd_beam_attenuation,ctd_transmission,ctd_dissolved_oxygen,ctd_par,turbidity,particulate_microcystin,dissolved_microcystin,extracted_phycocyanin,extracted_chla,total_p,total_dissolved_p,soluble_reactive_p,ammonia,nitrate_nitrite,particulate_organic_c,particulate_organic_n,cdom,tss,vss
9/1/2020,WE8,,4.4,Bottom,,,,,,,,24.3,255.3,,,7.95,,,0.37,0.72,25.11,19.24,,,,,,,,,,
9/1/2020,WE9,2.91,0.75,Surface,10:47,41.718,-83.4233,3.89,0.33,sunny,0.5,24.5,391.2,,,7.05,,17.7,1.79,0.24,51.14,54.34,110.49,35.63,27.59,65.62,0.227,2.81,0.64,1.45,19.13,6.93
9/1/2020,WE12,6.79,0.75,Surface,10:03,41.7029,-83.2562,3.89,0.66,sunny,1,24.4,265.6,,,7.31,,5.37,<0.1,0.14,9.68,17.49,34.77,6.49,4.48,2.97,<0.002,1.41,0.28,0.66,7.06,2.9
9/1/2020,WE12,,6.1,Bottom,,,,,,,,24.3,264.8,,,7.56,,,0.1,0.13,7.36,19.24,,,,,,,,,,
9/1/2020,WE13,9.18,0.75,Surface,9:08,41.7428,-83.1372,6.03,0.66,sunny,2.5,24.2,222.7,,,7.49,,2.68,0.1,<0.1,12.05,9.4,15.95,4.25,3.06,3.07,0.205,0.61,0.12,0.22,3.36,1.3
9/1/2020,WE13,,8.4,Bottom,,,,,,,,24.2,222.9,,,7.97,,,0.25,<0.1,0.5,13.81,,,,,,,,,,
9/1/2020,WE16,6.16,0.75,Surface,9:35,41.6573,-83.1458,5.83,0.66,sunny,1.5,24.2,249.4,,,7.43,,3.77,0.25,<0.1,6.91,13.85,25.59,4.46,4.43,3.21,<0.002,1.05,0.23,0.53,5.44,2.34
9/9/2020,WE2,5.71,0.75,Surface,11:09,41.7628,-83.3297,7.78,1.64,cloudy,1.5,22.4,243.8,,,7.58,,4.88,0.21,0.19,9.28,22.62,31.21,8.17,11.26,8.02,0.009,1.19,0.2,0.49,7.48,2.28
9/9/2020,WE2,,5,Bottom,,,,,,,,22.4,243.9,,,7.79,,,0.34,0.18,6.47,22.43,,,,,,,,,,
9/9/2020,WE4,8.63,0.75,Surface,8:37,41.8275,-83.1967,,1.97,cloudy/fog,2.5,22.2,222.8,,,7.55,,1.93,<0.1,0.12,0.28,3.47,17.59,7.28,9.04,18.33,0.25,0.33,0.06,0.19,3.63,0.53
9/9/2020,WE6,3.16,0.75,Surface,10:31,41.7051,-83.3847,7.78,1.64,cloudy,0.5,21.6,345.5,,,7.22,,20.1,0.47,0.33,9.54,41.6,78.82,18.83,8.89,6.21,0.066,2.74,0.38,1.18,28.73,6.17
9/9/2020,WE8,5.08,0.75,Surface,8:02,41.8351,-83.3589,,1.64,cloudy/fog,1,22.1,253.4,,,6.83,,4.2,0.14,0.21,4.73,19.71,32.75,10.76,9.41,12.58,0.008,1.02,0.2,0.62,5.7,2.13
9/9/2020,WE8,,4.3,Bottom,,,,,,,,22.1,253.8,,,7.49,,,0.13,0.15,6.18,18.82,,,,,,,,,,
9/9/2020,WE9,2.91,0.75,Surface,10:45,41.7174,-83.4232,7.78,1.64,cloudy,0.3,21.8,373.2,,,7.45,,23.5,0.25,0.29,8.46,38.09,105.48,34.59,22.94,25.24,0.207,2.49,0.41,1.23,32.87,6.47
9/9/2020,WE12,7,0.75,Surface,10:02,41.7055,-83.2542,7.78,1.64,cloudy,1,22.5,238.8,,,8.01,,5.99,0.38,0.2,10.8,22.36,31.48,7.37,2.57,4.97,0.026,1.15,0.19,0.41,8.49,2.67
9/9/2020,WE12,,6.1,Bottom,,,,,,,,22.5,238.9,,,7.95,,,0.62,0.14,9.32,22.95,,,,,,,,,,
9/9/2020,WE13,9.24,0.75,Surface,9:05,41.7435,-83.1356,,1.64,cloudy/fog,2,22.5,224.8,,,8.07,,4.3,0.39,0.26,3.98,8.65,19.12,4.84,4.24,10.56,0.18,0.63,0.11,0.21,4.42,1.22
9/9/2020,WE13,,8.4,Bottom,,,,,,,,22.6,225.1,,,7.94,,,0.34,0.11,5,17.29,,,,,,,,,,
9/9/2020,WE16,6.21,0.75,Surface,9:34,41.659,-83.1469,9.72,1.64,cloudy,1,22.4,233.9,,,7.51,,9.19,0.52,0.15,5.67,21.65,34.72,7.95,3.31,10.42,0.011,1.1,0.19,0.38,11.28,2.48
9/15/2020,WE2,5.37,0.75,Surface,12:37,41.7605,-83.3314,7.78,0.33,clear,1.3,20.9,261,,,8.14,,5.39,0.17,0.19,2.7,17.68,39.26,13.54,,,,1.5,0.19,0.6,7.5,3.68
9/15/2020,WE2,,4.7,Bottom,,,,,,,,20.7,262.6,,,8.56,,,0.19,0.12,1.6,18.59,,,,,,,,,,
9/15/2020,WE4,8.84,0.75,Surface,9:15,41.8261,-83.1945,8.94,0.98,hazy,3.5,20.4,226,,,8.07,,1.62,<0.1,<0.1,0.35,6.57,13.34,4.18,2.34,9.2,0.273,0.45,0.06,0.19,2.35,1.03
9/15/2020,WE6,2.94,0.75,Surface,11:47,41.7044,-83.3854,5.83,0.66,clear,0.5,20.2,308.4,,,8.36,,12.2,0.69,0.33,1.21,29.51,56.72,14.32,3.73,4.15,0.003,2.89,0.39,0.99,16.1,7.47
9/15/2020,WE8,5.27,0.75,Surface,8:31,41.834,-83.3589,9.91,0.98,clear,1.5,21,265,,,9.38,,5.86,0.37,0.16,3.85,26.78,35.54,7.46,5.38,3.22,0.003,1.76,0.26,0.66,8.06,4.48
9/15/2020,WE8,,4.5,Bottom,,,,,,,,21,265.3,,,8.79,,,0.28,0.27,3.71,25.97,,,,,,,,,,
9/15/2020,WE9,2.7,0.75,Surface,12:05,41.7174,-83.4237,5.83,0.66,clear,0.5,21,476.9,,,7.62,,18.4,0.46,0.27,4.1,32.63,115.88,64.44,52.81,17.17,0.625,2.05,0.28,1.51,23.9,6.47
9/15/2020,WE12,6.75,0.75,Surface,11:03,41.7017,-83.2538,5.83,0.66,clear,0.8,20.9,281.2,,,8.11,,7.46,0.33,0.13,2.43,25.42,42.58,9.59,,,,1.98,0.24,0.76,12.18,5.52
9/15/2020,WE12,,5.9,Bottom,,,,,,,,20.8,281.6,,,8.29,,,0.58,0.2,2.58,26.39,,,,,,,,,,
9/15/2020,WE13,9.2,0.75,Surface,9:50,41.7425,-83.1361,8.94,0.66,clear,2,21.2,233,,,7.96,,3.73,0.32,0.14,3.84,18.27,21.48,5.53,2.66,2.04,0.09,0.84,0.14,0.38,4.96,2.33
9/15/2020,WE13,,8,Bottom,,,,,,,,21.3,237.4,,,8.67,,,0.94,0.17,2.3,18.07,,,,,,,,,,
9/15/2020,WE16,6.15,0.75,Surface,10:27,41.6584,-83.1459,7.78,0.66,clear,1,20.8,237.2,,,7.97,,5.93,0.76,0.16,2.07,22.69,27.66,5.66,3.81,1.55,0.004,1.22,0.16,0.43,8.37,3.23
9/21/2020,WE2,5.69,0.75,Surface,11:55,41.765,-83.3303,5.83,0.98,sunny,0.5,18,299.5,,,8.84,,15.2,0.13,0.24,12.06,7.31,65.95,18.35,12.72,4.03,0.011,2.39,0.3,0.79,16.97,5.67
9/21/2020,WE2,,4.6,Bottom,,,,,,,,17.6,306.6,,,8.69,,,0.22,0.16,5.28,5.82,,,,,,,,,,
9/21/2020,WE4,8.62,0.75,Surface,8:55,41.8278,-83.1954,11.66,,sunny,1.5,18,238.1,,,7.78,,2.08,<0.1,0.15,0.02,0.77,19.29,8.31,8.63,22.84,0.329,0.58,0.05,0.25,5.44,1.63
9/21/2020,WE6,2.99,0.75,Surface,11:08,41.7045,-83.3862,7.78,0.98,sunny,0.5,17.2,338.4,,,9.08,,14.7,0.58,0.21,12.97,8.27,73.89,18.97,11.72,3.37,0.029,3.18,0.42,1.01,27.1,9.25
9/21/2020,WE8,5.32,0.75,Surface,8:10,41.8326,-83.3575,11.66,,sunny,0.5,17.8,265.5,,,8.23,,14.2,0.19,0.19,5.66,5.16,52.06,9.1,5.16,4,0.005,2.3,0.29,0.67,21.87,7.07
9/21/2020,WE8,,4.6,Bottom,,,,,,,,17.9,265.6,,,8.74,,,0.21,0.24,6.33,15.21,,,,,,,,,,
9/21/2020,WE9,2.95,0.75,Surface,11:28,41.7173,-83.4236,5.83,0.98,sunny,0.3,17,365.7,,,8.36,,24.3,0.17,0.17,5.49,28.08,88.52,34.03,27.69,8.07,0.207,2.7,0.41,1.09,33.2,8.4
9/21/2020,WE12,6.76,0.75,Surface,10:35,41.7015,-83.2548,9.72,0.98,sunny,0.5,18,285.3,,,8.38,,14,<0.1,0.24,5.48,22.62,54.26,11.71,7.29,4.02,0.005,2.25,0.27,0.76,22,7.7
9/21/2020,WE12,,6,Bottom,,,,,,,,18,285.6,,,8.63,,,0.21,0.15,4.46,22.69,,,,,,,,,,
9/21/2020,WE13,9.24,0.75,Surface,9:35,41.7409,-83.1363,11.66,,sunny,1,18.7,247.5,,,8.33,,3.92,0.21,0.15,6.25,24.83,29.46,6.7,3.95,3.09,<0.002,1.38,0.18,0.49,10.64,3.2
9/21/2020,WE13,,8.3,Bottom,,,,,,,,18.7,247.8,,,8.72,,,0.12,0.18,4.13,24.05,,,,,,,,,,
9/21/2020,WE16,6.14,0.75,Surface,10:07,41.6578,-83.1447,11.66,1.31,sunny,1.3,18.1,243.7,,,8.66,,5.44,<0.1,0.15,3.58,12.19,28,8.8,3.93,4.3,0.004,1.19,0.16,0.44,10.76,3.5
9/28/2020,WE2,5.36,0.75,Surface,11:16,41.7623,-83.3306,3.89,0.66,cloudy,1,19,263,,,7.69,,6,<0.1,0.17,4.63,7.8,30.28,12.66,7.33,4.08,0.004,0.76,0.12,0.54,6.84,2.28
9/28/2020,WE2,,4.6,Bottom,,,,,,,,19,264.2,,,8.14,,,<0.1,0.19,3.5,6.98,,,,,,,,,,
9/28/2020,WE4,8.67,0.75,Surface,8:49,41.826,-83.1937,,0.66,cloudy,2.5,18.7,232.5,,,8.16,,1.41,<0.1,0.11,1.71,4.37,12.85,4.08,6.22,10.04,0.265,0.42,0.08,,2.22,1.09
9/28/2020,WE6,2.87,0.75,Surface,10:40,41.7055,-83.3857,5.83,0.33,cloudy,1.7,19.5,286.5,,,7.72,,4,<0.1,0.2,4.24,8.07,27.77,11.97,5.6,3.09,0.003,0.66,0.1,0.65,5.52,2.55
9/28/2020,WE8,5.01,0.75,Surface,8:14,41.8337,-83.359,,0.66,cloudy,1.5,19.3,294.4,,,8.01,,4.37,<0.1,0.17,5.71,11.42,36.43,18.35,10.71,2.54,0.004,1.04,0.17,0.71,6.68,3.46
9/28/2020,WE8,,4.4,Bottom,,,,,,,,19.3,294.5,,,8.5,,,<0.1,0.2,5.47,11.4,,,,,,,,,,
9/28/2020,WE9,2.53,0.75,Surface,10:54,41.7178,-83.4234,5.83,0.66,cloudy,0.7,19.5,317.8,,,7.76,,11.1,0.11,0.15,8.69,16.64,50.61,19.39,11.85,3.51,0.055,1.3,0.18,0.86,15.2,4.77
9/28/2020,WE12,6.57,0.75,Surface,10:12,41.7035,-83.2545,5.83,0.33,cloudy,1,18.9,244.7,,,7.93,,7.49,<0.1,0.13,2.39,6.15,26.18,9.4,6.37,1.49,<0.002,0.66,0.08,0.46,7.64,2.74
9/28/2020,WE12,,6.1,Bottom,,,,,,,,18.9,245.1,,,8.27,,,<0.1,0.11,2.03,5,,,,,,,,,,
9/28/2020,WE13,8.97,0.75,Surface,9:20,41.7426,-83.1367,,0.66,cloudy,1.5,19.1,248.1,,,8.33,,3.35,0.11,0.15,6.34,9.91,17.53,3.44,2.18,5.19,0.151,0.68,0.12,0.39,5.06,1.96
9/28/2020,WE13,,8.3,Bottom,,,,,,,,19,248.3,,,8.49,,,<0.1,<0.1,4.25,7.67,,,,,,,,,,
9/28/2020,WE16,5.91,0.75,Surface,9:46,41.6583,-83.1455,7.78,0.33,cloudy,2,19.1,234.7,,,7.56,,3.26,0.16,0.19,2.83,4.25,18.66,8.51,4.83,4.54,0.004,0.42,0.1,0.39,3.65,1.45
10/5/2020,WE2,5.52,0.75,Surface,11:34,41.7623,-83.3306,3.89,0.2,sunny,1.5,15.4,259.9,,,8.55,,4.29,<0.1,0.14,3.01,8,28.58,15.44,11.68,5.67,0.011,0.61,0.08,0.57,5.57,2.05
10/5/2020,WE2,,4.6,Bottom,,,,,,,,15.3,261.8,,,8.87,,,<0.1,0.12,1.94,8.58,,,,,,,,,,
10/5/2020,WE4,8.53,0.75,Surface,8:49,41.8267,-83.1947,,0.5,sunny,3.5,15.7,226.4,,,8.54,,1.27,<0.1,<0.1,0.27,1.74,13.01,5.44,5.06,23.46,0.271,0.19,0.02,0.19,1.76,0.61
10/5/2020,WE6,3.04,0.75,Surface,10:51,41.7052,-83.3854,5.83,0.2,sunny,1.1,13.8,310.5,,,9.04,,5.51,0.11,0.1,6.45,9.95,36.37,18.88,13.67,4.52,0.025,1.02,0.11,0.74,6.48,2.83
10/5/2020,WE8,5.1,0.75,Surface,8:12,41.834,-83.3593,,0.4,sunny,2.5,14.7,281.6,,,8.87,,2.4,0.16,0.14,6.35,6.79,30.28,11.77,8.26,13.43,0.024,0.55,0.08,0.6,3.39,1.99
10/5/2020,WE8,,4.3,Bottom,,,,,,,,14.7,279.1,,,8.94,,,<0.1,0.13,7.31,6.86,,,,,,,,,,
10/5/2020,WE9,2.8,0.75,Surface,11:09,41.7176,-83.4239,5.83,0.3,sunny,0.8,14.4,313.1,,,9,,9.38,0.14,<0.1,6.1,9.98,47.68,,19.12,20.71,0.069,0.98,0.17,0.75,9.56,3.18
10/5/2020,WE12,6.81,0.75,Surface,10:18,41.704,-83.2552,5.83,0.3,sunny,1,15.2,258.4,,,9.07,,7.24,<0.1,0.33,3.19,9.65,28.96,9.31,7.37,2.89,0.002,0.83,0.09,0.49,8.39,2.6
10/5/2020,WE12,,6.1,Bottom,,,,,,,,15.2,258.7,,,9.05,,,<0.1,<0.1,3.39,9.52,,,,,,,,,,
10/5/2020,WE13,9.07,0.75,Surface,9:20,41.7436,-83.1526,,0.4,sunny,1.8,15.7,221.3,,,8.97,,2.3,<0.1,<0.1,0.38,3.91,14.3,5.21,4.74,12.07,0.249,0.27,0.04,0.17,3.56,1.07
10/5/2020,WE13,,8.4,Bottom,,,,,,,,15.7,223.5,,,8.9,,,<0.1,<0.1,0.03,3.65,,,,,,,,,,
10/5/2020,WE16,6.19,0.75,Surface,9:50,41.6599,-83.1468,7.78,0.4,mostly sunny,1.8,15.4,249.6,,,8.9,,3.48,<0.1,<0.1,1.96,6.36,22.2,8.86,7.97,20.53,0.105,0.46,0.09,0.39,6.13,1.75
4/27/2021,WE2,5.6,0.75,Surface,11:45,41.7617,-83.3316,9.91,,partly sunny,0.2,,,,,,,23.6,<0.1,<0.1,0.29,9.24,52.38,11.26,1.94,18.08,0.68,1.22,0.17,0.46,29.91,3.09
4/27/2021,WE2,,4.6,Bottom,,,,,,,,,,,,,,,<0.1,<0.1,0.68,8.18,,,,,,,,,,
4/27/2021,WE4,8.6,0.75,Surface,8:49,41.8258,-83.1945,12.05,,partly sunny,0.9,,,,,,,7.7,<0.1,<0.1,0.55,3.31,24.4,6.97,1.74,60.99,0.441,0.63,0.08,0.25,12.73,1.2
4/27/2021,WE6,3,0.75,Surface,11:04,41.7045,-83.3858,13.02,,partly sunny,0.2,,,,,,,28.8,<0.1,<0.1,1.78,6.16,68.56,9.97,3.4,24.77,0.988,1.34,0.21,0.69,35.27,3.77
4/27/2021,WE8,5.3,0.75,Surface,8:03,41.834,-83.358,13.02,,partly sunny,0.2,,,,,,,32.2,<0.1,<0.1,0.42,5.53,76.58,11.88,3.87,46.76,0.94,1.39,0.17,0.58,39.5,4.37
4/27/2021,WE8,,4.3,Bottom,,,,,,,,,,,,,,,<0.1,<0.1,1.67,5.84,,,,,,,,,,
4/27/2021,WE9,2.7,0.75,Surface,11:19,41.7176,-83.4244,13.02,,partly sunny,0.1,,,,,,,49,<0.1,0.14,1.24,39.68,127.92,25.45,8,43.05,3.375,3.15,0.5,2.42,53.85,6.85
4/27/2021,WE12,7,0.75,Surface,10:28,41.7026,-83.2529,12.05,,partly sunny,0.2,,,,,,,23.3,<0.1,<0.1,0.52,7.6,64.14,15.45,1.71,29.69,0.843,1.26,0.18,0.6,25.27,2.27
4/27/2021,WE12,,6,Bottom,,,,,,,,,,,,,,,<0.1,<0.1,0.44,7.9,,,,,,,,,,
4/27/2021,WE13,9.4,0.75,Surface,9:24,41.7426,-83.1374,13.02,,partly sunny,1,,,,,,,6.89,<0.1,<0.1,0.29,5.11,20.76,6.97,1.39,43.69,0.339,0.65,0.08,0.26,10.57,0.73
4/27/2021,WE13,,8.4,Bottom,,,,,,,,,,,,,,,<0.1,<0.1,0.45,4.57,,,,,,,,,,
4/27/2021,WE16,6.4,0.75,Surface,9:57,41.6583,-83.1472,12.05,,mostly cloudy,1,,,,,,,7.88,<0.1,<0.1,0.29,3.87,30.64,14.12,3.08,13.94,0.38,0.5,0.09,0.22,10.6,0.57
5/24/2021,WE2,5.53,0.75,Surface,11:34,41.7618,-83.3305,6.41,1.83,cloudy,0.4,19.2,338.2,5.7,23.9,8.39,562,10.3,<0.1,<0.1,3.06,8.92,62.51,18.57,4.87,32.96,1.953,1.31,0.25,1.67,11.1,2
5/24/2021,WE2,,4.6,Bottom,,,,,,,,18.3,321,4.3,34.4,9.2,1.3,,<0.1,0.12,0.73,9.18,,,,,,,,,,
5/24/2021,WE4,8.63,0.75,Surface,8:40,41.8261,-83.194,2.92,1.94,cloudy,2.4,16.7,231.7,1.9,61.9,9.28,271.3,1.86,<0.1,<0.1,0.13,36.27,18.08,6.03,0.77,21.01,0.333,0.39,0.06,0.2,3.8,0.5
5/24/2021,WE6,3.12,0.75,Surface,10:50,41.7053,-83.3859,0.97,0.56,cloudy,0.2,21.3,423.1,,,9.26,285.7,37.1,<0.1,0.14,18.25,76.78,190.48,37.33,18.39,22.68,5.029,3.4,0.62,4.75,30,5
5/24/2021,WE8,5.07,0.75,Surface,8:02,41.8337,-83.3603,5.05,2.15,cloudy,1.4,20,342.8,2.9,48.4,9.59,127.6,5.67,<0.1,<0.1,0.78,10.76,34.95,14.05,3.6,25.9,2.104,0.86,0.14,1.89,6.8,1.1
5/24/2021,WE8,,4.2,Bottom,,,,,,,,18.2,322.4,2.7,50.8,8.83,2,,<0.1,<0.1,0.55,19.56,,,,,,,,,,
5/24/2021,WE9,2.76,0.75,Surface,11:05,41.7174,-83.4228,5.05,1.72,cloudy,0.2,20.6,424.2,19.7,0.7,8.24,329.7,39.4,<0.1,<0.1,10.25,54.16,214.65,41.1,23.01,56.22,5.237,3.37,0.58,4.77,35.9,5.5
5/24/2021,WE12,6.77,0.75,Surface,10:15,41.7026,-83.2537,3.11,1.83,cloudy,2.5,18.7,330.4,3.2,45.1,9.34,415.1,5.33,<0.1,<0.1,0.80,11.56,45.33,12.3,5.85,16.46,1.816,0.82,0.16,1.57,5.8,0.9
5/24/2021,WE12,,6,Bottom,,,,,,,,18.6,329.4,3.1,45.6,10.17,1.3,,<0.1,<0.1,0.30,5.29,,,,,,,,,,
5/24/2021,WE13,9.17,0.75,Surface,9:13,41.7432,-83.1362,2.92,1.94,cloudy,3,16.7,239.2,1.4,70.6,9.05,308.1,1.17,<0.1,<0.1,0.17,17.19,12.3,6.41,1.27,21.06,0.375,0.43,0.06,0.22,2.36,0.32
5/24/2021,WE13,,8.2,Bottom,,,,,,,,13.3,284.6,3.1,45.8,6.58,14.1,,<0.1,<0.1,0.52,9.1,,,,,,,,,,
5/24/2021,WE16,6.06,0.75,Surface,9:46,41.6581,-83.145,1.56,2.15,cloudy,2.5,18.7,298,1.5,68.3,8.82,328.4,3.05,<0.1,<0.1,0.44,5.99,22.82,9.97,1.75,15.44,0.911,0.42,0.07,0.72,2.48,<0.08
6/7/2021,WE2,5.51,0.75,Surface,11:06,41.762,-83.3301,5.83,2.15,mostly cloudy,0.8,20.7,341.7,5.3,26.5,7.93,350.6,10.9,<0.1,<0.1,2.90,13.78,77.14,32.6,23.33,20.1,1.911,0.88,0.17,1.37,10.83,2.17
6/7/2021,WE2,,4.6,Bottom,,,,,,,,17,271,8.3,12.7,6.77,0.5,,<0.1,<0.1,0.99,21.97,,,,,,,,,,
6/7/2021,WE4,8.66,0.75,Surface,8:24,41.826,-83.195,9.91,2.15,cloudy,1,20.9,264.5,3.5,41.5,9.71,208.4,4.56,<0.1,<0.1,6.71,22.68,34.38,7.91,5.47,6.27,0.504,1.06,0.22,0.43,6.27,2.4
6/7/2021,WE6,2.87,0.75,Surface,10:27,41.705,-83.3854,7.78,0.66,cloudy,1,22.1,421.9,2.8,49.6,7.02,310,7.27,<0.1,<0.1,1.80,57.32,87.71,59.13,41.22,123.34,3.002,0.7,0.12,2.15,4.73,1.1
6/7/2021,WE8,5.07,0.75,Surface,7:46,41.8333,-83.3598,11.08,1.08,cloudy,0.5,20.2,313.4,6.4,20.2,7.69,62.5,16.5,<0.1,<0.1,0.61,7.99,70.24,35.16,24.81,53.23,1.5,0.67,0.13,1.13,8.15,<0.17
6/7/2021,WE8,,4.4,Bottom,,,,,,,,16.6,274.8,5.9,23.3,7.24,0,,<0.1,<0.1,0.12,0.68,,,,,,,,,,
6/7/2021,WE9,2.76,0.75,Surface,10:43,41.7174,-83.4241,5.83,2.15,cloudy,0.3,21,498,13.1,3.8,6.21,133.2,17.4,<0.1,<0.1,0.84,15.66,115.3,46.51,37.45,121.79,3.312,1.15,0.2,2.08,20.7,0.4
6/7/2021,WE12,6.66,0.75,Surface,9:55,41.7029,-83.2539,5.83,2.15,partly sunny,0.5,20.5,291.1,7.5,15.5,8.21,270.1,16.2,<0.1,<0.1,0.41,13.32,56.43,24.31,16.53,6.97,0.999,0.91,0.16,0.72,16.5,<0.08
6/7/2021,WE12,,5.9,Bottom,,,,,,,,16.3,313.6,17.6,1.3,5.12,0,,<0.1,0.11,0.12,1.05,,,,,,,,,,
6/7/2021,WE13,8.98,0.75,Surface,8:57,41.7433,-83.1371,8.94,2.15,cloudy,2,20,249.3,1.8,63.5,8.88,356.7,2.31,<0.1,<0.1,0.53,7.12,20.61,10.37,3.05,19.35,0.402,0.54,0.1,0.32,3.44,<0.21
6/7/2021,WE13,,8.3,Bottom,,,,,,,,14.4,232.3,4.2,34.7,7.1,2.2,,<0.1,<0.1,0.21,3.12,,,,,,,,,,
6/7/2021,WE16,6,0.75,Surface,9:25,41.6584,-83.1448,7.78,2.15,mostly sunny,1,20.3,291.6,6.3,20.9,8.15,147.2,14,<0.1,<0.1,1.31,12.48,49.34,24.72,15.1,4.94,1.032,0.88,0.15,0.71,14,0.08
6/22/2021,WE2,5.35,0.75,Surface,11:30,41.7627,-83.33,1.94,2.15,sunny,1,22.5,289.8,4.3,34.1,7.11,1264,7.11,<0.1,0.13,0.77,11.62,41.42,20.55,14.77,63.87,0.882,0.46,0.09,0.61,6.48,0.48
6/22/2021,WE2,,4.8,Bottom,,,,,,,,22.2,289.3,4.7,31,7.59,15.4,,<0.1,0.14,<0.36,11.48,,,,,,,,,,
6/22/2021,WE4,8.35,0.75,Surface,8:47,41.8269,-83.1963,7,4.31,sunny,1.5,21.6,233.6,3.6,42.3,7.91,710.1,4.51,<0.1,0.1,<0.36,8.42,22.89,11.18,4.89,41.16,0.307,0.41,0.06,0.21,6.44,0.84
