date,station_name,station_depth_m,sample_depth_m,sample_depth_category,time,lat,lon,wind_speed,wave_height,sky,secchi_depth,ctd_temp,ctd_specific_conductivity,ctd_beam_attenuation,ctd_transmission,ctd_dissolved_oxygen,ctd_par,turbidity,particulate_microcystin,dissolved_microcystin,extracted_phycocyanin,extracted_chla,total_p,total_dissolved_p,soluble_reactive_p,ammonia,nitrate_nitrite,particulate_organic_c,particulate_organic_n,cdom,tss,vss
8/23/2021,WE9,2.67,0.75,Surface,11:02,41.7177,-83.4236,9.72,0.98,sunny,0.7,26.7,415.7,5.2,27.4,6.34,125.6,6.23,2.32,0.25,18.31,40.76,108.9,50.46,32.5,27.12,0.945,2.32,0.43,3.32,9.76,3.8
8/23/2021,WE12,6.77,0.75,Surface,10:08,41.7032,-83.253,9.72,0.98,sunny,1.5,25.7,253.9,3.4,42.4,8.77,194,6.82,0.74,0.16,5.28,17.88,25.65,17.24,2.81,3.85,0.195,1.28,0.2,0.79,5.96,2.32
8/23/2021,WE12,,6,Bottom,,,,,,,,24.4,262.1,5.4,26.6,4.27,5.2,,0.81,0.23,7.26,17.36,,,,,,,,,,
8/23/2021,WE13,9.05,0.75,Surface,9:07,41.7449,-83.1373,9.91,0.98,cloudy,1.5,25.9,249.8,2.4,54.6,9.12,138.8,4.43,0.71,0.17,10.16,16.97,22.26,5.9,2.25,3.36,0.062,1.21,0.2,0.53,4.68,2.18
8/23/2021,WE13,,8.3,Bottom,,,,,,,,24.2,254.9,4.7,30.7,4.34,1.3,,0.87,0.14,6.73,16.58,,,,,,,,,,
8/23/2021,WE16,6.23,0.75,Surface,9:35,41.6612,-83.1455,7.78,0.98,sunny,1.5,25.7,247.7,2.9,48.2,8.96,207.3,3.58,0.91,0.16,7.17,17.16,27.91,7.09,5.04,4.55,0.175,1.2,0.19,0.56,5.04,1.98
8/30/2021,WE2,5.54,0.75,Surface,11:03,41.7615,-83.3316,3.89,0.66,sunny,1,26.9,269,4.2,35.3,7.19,749.1,4.89,1.59,0.21,9.94,26.26,34.6,13.24,3.79,5.32,0.176,2.3,0.33,1.12,8.05,4.45
8/30/2021,WE2,,4.6,Bottom,,,,,,,,26.5,271.5,4.3,33.9,7.21,5.8,,1.56,0.21,7.05,28.6,,,,,,,,,,
8/30/2021,WE4,8.39,0.75,Surface,8:30,41.8265,-83.1967,7,0.98,mostly cloudy,1.5,26.7,237.3,2.8,50.2,6.91,142.8,4.12,1.05,0.12,3.57,14.1,24.74,6.54,2.23,13.33,0.159,1.21,0.19,0.39,4.95,4.65
8/30/2021,WE6,3.1,0.75,Surface,10:26,41.7064,-83.3846,3.89,0.66,sunny,1,27.2,382.9,3.9,37.6,6.83,484.9,4.58,0.52,0.39,5.90,31.83,83.04,32.61,18.66,5.08,0.574,1.71,0.31,2.64,6.3,4.15
8/30/2021,WE8,4.93,0.75,Surface,7:53,41.8339,-83.3594,9.91,0.98,sunny,1.5,26.4,273,3.3,44.4,6.41,48.4,6.23,1.74,0.28,10.46,28.27,47.29,12.38,5.32,25.95,0.191,2.02,0.33,1.22,6.65,5
8/30/2021,WE8,,4.2,Bottom,,,,,,,,26.5,273.5,3.2,44.9,6.93,1.2,,2.38,0.25,15.64,30.09,,,,,,,,,,
8/30/2021,WE9,2.64,0.75,Surface,10:41,41.7179,-83.4232,3.89,0.66,sunny,0.7,27.2,370.6,5.5,25.2,6.79,89.3,7.78,3.84,0.69,15.98,47.48,99.74,25.35,19.28,27.58,0.464,2.73,0.48,2.5,10.25,4.1
8/30/2021,WE12,6.69,0.75,Surface,9:55,41.7034,-83.2552,3.89,0.66,mostly sunny,1.3,26.3,249.7,3.7,40.1,6.89,142.1,5.89,1.26,0.14,8.21,21.12,30.95,13.45,2.68,7.24,0.046,1.52,0.24,0.73,6.45,1.5
8/30/2021,WE12,,5.9,Bottom,,,,,,,,26.3,250.2,3.5,42.2,7.2,2.9,,1,0.2,5.70,18.85,,,,,,,,,,
8/30/2021,WE13,8.89,0.75,Surface,9:01,41.7436,-83.1366,5.05,0.98,mostly cloudy,2,26.3,230.4,2.7,50.6,6.56,245.6,2.51,0.18,0.11,2.81,9.72,19.8,9.05,2.3,9.82,0.146,0.77,0.12,0.33,3.6,1
8/30/2021,WE13,,8.3,Bottom,,,,,,,,26.1,232,2.7,50.7,7.14,4.3,,0.43,<0.1,1.95,10.17,,,,,,,,,,
8/30/2021,WE16,6.06,0.75,Surface,9:28,41.6594,-83.1461,3.89,0.98,partly sunny,1.5,26.4,248.2,2.7,51.3,6.7,162,5.88,1.72,0.17,5.96,18.65,30.25,9.45,2.6,20.86,0.053,1.29,0.2,0.54,4.95,2.5
9/7/2021,WE2,5.25,0.75,Surface,11:24,41.7613,-83.3319,11.66,0.98,sunny,0.8,23.5,262.6,5,28.8,7.73,716.8,8.41,3.45,0.23,42.09,38.12,51.99,9.47,8.13,7.98,0.029,2.21,0.33,1.06,9.8,5.7
9/7/2021,WE2,,4.4,Bottom,,,,,,,,23.4,263.1,5,28.6,8.34,3.1,,2.94,0.36,26.54,38.07,,,,,,,,,,
9/7/2021,WE4,8.33,0.75,Surface,8:28,41.8249,-83.1967,14,0.66,sunny,2.3,23.9,258.3,2.4,54.8,7.32,127.9,3.16,0.54,0.25,12.09,14.3,22.79,5.58,4.01,11.01,0.176,0.79,0.13,0.43,3.44,1.2
9/7/2021,WE6,2.63,0.75,Surface,10:42,41.7045,-83.3863,11.66,0.98,sunny,1,22.8,399.9,4.2,34.7,7.96,432,7.89,3.28,0.51,38.37,57.57,81.41,50.99,37.28,7.52,0.225,2.72,0.47,1.9,9.6,2.1
9/7/2021,WE8,5.11,0.75,Surface,7:52,41.8334,-83.3588,14,0.66,sunny,0.8,23.8,281.2,6.6,19.2,8.26,27.5,14.3,6.99,0.28,74.91,71.03,63.63,9.88,4.42,6.89,0.031,5.01,0.77,1.08,16.6,7.5
9/7/2021,WE8,,4.4,Bottom,,,,,,,,23.3,280.6,4.8,30.5,8.68,0,,4.06,0.28,53.08,51.82,,,,,,,,,,
9/7/2021,WE9,2.51,0.75,Surface,10:58,41.7176,-83.4238,11.66,0.98,sunny,0.4,23,390.5,10.7,7,7.51,185.4,15.2,3.33,0.58,28.43,54.06,112.88,46.49,32.93,17.08,0.231,2.58,0.44,2.08,17.6,3.2
9/7/2021,WE12,6.58,0.75,Surface,10:06,41.7026,-83.2547,11.66,0.98,sunny,0.5,23.2,265.5,7.5,15.5,7.11,238.5,13.4,3.17,0.22,35.63,40.7,54.44,8.35,6.4,7.45,0.085,2.73,0.52,1.01,14.92,4.92
9/7/2021,WE12,,5.8,Bottom,,,,,,,,23.2,265.7,7.3,16,7.78,0,,1.74,0.2,37.46,35.97,,,,,,,,,,
9/7/2021,WE13,8.39,0.75,Surface,9:01,41.7423,-83.1365,14.97,0.98,sunny,0.8,23.7,250.6,5.3,26.9,7.13,242.1,8.63,2.27,0.18,22.41,27.69,39.84,10.57,7.72,7.52,0.02,1.63,0.27,0.2,9.88,3.2
9/7/2021,WE13,,8.2,Bottom,,,,,,,,23.7,257.5,5.3,26.6,7.8,0,,1.68,0.18,23.34,26.78,,,,,,,,,,
9/7/2021,WE16,5.78,0.75,Surface,9:34,41.6576,-83.1446,11.66,0.98,sunny,1.5,23.4,242.2,3.3,43.6,7.36,425.2,4.63,1.41,0.14,16.41,23.72,27.86,11.68,3.84,4.82,0.036,1.46,0.22,0.71,5.92,1.96
9/13/2021,WE2,5.73,0.75,Surface,11:12,41.7623,-83.3295,5.83,1.31,partly sunny,0.7,22.6,269.9,5.9,23,8.32,532.7,10.8,1.81,0.22,74.54,48.31,52.64,12.48,5.63,5.31,0.037,2.21,0.31,1.06,13.04,4.08
9/13/2021,WE2,,4.9,Bottom,,,,,,,,22.5,271.4,6,22.2,8.92,0.5,,2.51,0.26,66.62,55.38,,,,,,,,,,
9/13/2021,WE4,8.47,0.75,Surface,8:32,41.8267,-83.1951,13.02,1.31,cloudy,1.4,22.7,247.4,3.5,42.4,8.08,59,5.11,0.67,0.23,54.79,31.72,27.29,12.4,4.96,5.73,0.087,1.26,0.2,0.43,6.2,1.96
9/13/2021,WE6,3.22,0.75,Surface,10:31,41.7066,-83.3849,9.72,1.31,cloudy,0.8,22.2,330.2,8.9,10.8,8.12,260.4,15.1,1.5,0.37,33.71,68.98,81.26,16.53,5.83,4.56,0.034,4.35,0.5,1.9,20.84,8.6
9/13/2021,WE8,5.07,0.75,Surface,7:51,41.8343,-83.3583,14,0.98,cloudy,0.8,22.4,268,7,18.5,7.67,34.4,10.5,2.15,0.28,27.71,47.72,53.65,8.18,5.59,3.98,0.035,2.75,0.32,1.08,14.4,5.84
9/13/2021,WE8,,4.3,Bottom,,,,,,,,22.4,267.8,6.5,19.9,8.43,0,,1.33,0.29,32.03,64.54,,,,,,,,,,
9/13/2021,WE9,2.76,0.75,Surface,10:47,41.7182,-83.4222,9.72,1.64,cloudy,0.3,22.6,378.6,12,5,7.74,81.1,15.6,1.56,0.31,36.54,68.34,109.56,25.31,15.88,9.73,0.059,2.62,0.43,2.08,21,5.12
9/13/2021,WE12,6.93,0.75,Surface,9:56,41.7042,-83.2522,11.66,1.31,cloudy,0.7,22.5,266.5,6.1,21.9,8.05,226,13,1.7,0.26,42.18,52.5,51.8,6.67,3.2,3.65,0.003,2.29,0.35,1.01,13.88,4.48
9/13/2021,WE12,,5,Bottom,,,,,,,,22.5,268.5,6.4,20.3,8.49,0,,2.37,0.22,49.48,53.72,,,,,,,,,,
9/13/2021,WE13,9.11,0.75,Surface,9:01,41.7439,-83.1365,13.02,1.31,cloudy,2.5,22.7,222.8,2,60.6,7.23,155.1,1.65,0.21,0.13,4.34,5.31,19.8,13.53,6.83,11.63,0.164,0.36,0.06,0.2,2.96,3.12
9/13/2021,WE13,,8.3,Bottom,,,,,,,,22.7,223.8,2.3,56.3,7.75,7.9,,0.18,<0.1,7.69,5.23,,,,,,,,,,
9/13/2021,WE16,6.19,0.75,Surface,9:30,41.6618,-83.1457,9.72,1.31,cloudy,1.5,22.6,254.3,4.9,29.2,7.67,89.3,7.68,0.86,0.14,28.23,30.68,45.05,7.03,3.74,4.34,0.003,1.84,0.24,0.71,10.32,4.96
9/20/2021,WE2,5.62,0.75,Surface,11:05,41.7615,-83.3297,7.78,0.98,cloudy,0.6,22.7,288.3,7.5,15.4,7.32,276.3,11.4,0.87,0.27,7.21,5.49,60.2,6.87,3.92,4.54,0.005,2.36,0.31,1.21,16.8,5.44
9/20/2021,WE2,,4.6,Bottom,,,,,,,,22.6,288.5,7.8,14.3,7.53,0,,0.97,0.23,6.04,2.07,,,,,,,,,,
9/20/2021,WE4,8.75,0.75,Surface,8:31,41.8251,-83.1949,15.94,1.31,cloudy,1,22.6,255.1,4.5,32.8,7.6,66.3,5.48,1.1,0.21,8.88,7.73,29.14,4.9,1.72,9.5,0.026,1.37,0.23,0.55,9.36,3.44
9/20/2021,WE6,3.03,0.75,Surface,10:27,41.7054,-83.3842,7.78,1.31,cloudy,0.3,22.6,308.6,15.2,2.3,6.65,62.7,28.5,1.15,0.35,5.75,2.18,103.92,10.62,4.05,4.82,<0.002,3.76,0.51,1.54,34,9.6
9/20/2021,WE8,5.24,0.75,Surface,7:51,41.8327,-83.358,13.02,0.98,mostly cloudy,0.6,22.7,271.4,5.7,23.8,7.44,27,10.1,0.68,0.28,4.03,18.78,49.95,5.73,2.04,4.6,0.035,2.56,0.33,1.12,15.12,6.28
9/20/2021,WE8,,4.4,Bottom,,,,,,,,22.7,271.8,5.7,24.1,8.03,0,,0.64,0.3,6.04,14.04,,,,,,,,,,
9/20/2021,WE9,2.79,0.75,Surface,10:43,41.7174,-83.4229,7.78,0.98,cloudy,0.3,23.2,405.8,12.6,4.3,6.79,92.9,14.6,0.65,0.25,12.56,18.39,117.63,44.46,33.7,8.96,0.181,2.85,0.53,2.15,24.8,7.52
9/20/2021,WE12,6.81,0.75,Surface,10:00,41.701,-83.2522,9.72,1.31,cloudy,0.5,22.7,266.6,7,17.3,7.42,124.4,10.7,0.52,0.23,5.92,1.05,47.43,7.62,2.5,5.09,0.014,2,0.3,0.91,13.08,3.76
9/20/2021,WE12,,6,Bottom,,,,,,,,22.7,266.9,6.9,17.9,7.76,0,,0.61,0.24,3.94,21.45,,,,,,,,,,
9/20/2021,WE13,9.06,0.75,Surface,9:05,41.7409,-83.1365,14,1.31,cloudy,1,22.8,244.8,4.6,31.5,7.65,29.5,6.01,0.25,0.13,4.63,23.72,28.52,4.92,1.78,10.24,0.037,1.27,0.21,0.46,9.36,3
9/20/2021,WE13,,8.2,Bottom,,,,,,,,22.8,244.9,4.7,31.2,8.28,0,,0.81,0.21,4.68,24.24,,,,,,,,,,
9/20/2021,WE16,6.71,0.75,Surface,9:33,41.6676,-83.1517,7.78,1.31,cloudy,1,22.8,249,4.4,33.8,7.28,120.6,7.2,0.88,0.31,3.09,8.87,28.53,7.07,2.2,4.21,0.034,1.48,0.21,0.65,9.64,3.48
9/27/2021,WE2,5.12,0.75,Surface,14:11,41.7615,-83.332,11.66,0.98,sunny,0.5,17.8,452,6.4,20.4,8.63,439.9,9.95,0.53,0.37,12.47,30.2,94.57,68.32,40.88,50.09,0.519,1.79,0.29,2.11,11.88,3.72
9/27/2021,WE2,,4.1,Bottom,,,,,,,,17.2,443.1,7.2,16.5,8.73,1.3,,0.85,0.3,4.53,25.3,,,,,,,,,,
9/27/2021,WE4,,0.75,Surface,10:25,41.8253,-83.2003,14.97,1.64,sunny,,,,,,,,7.04,0.29,0.22,2.55,20.5,38.6,14.17,4.27,10.61,0.121,1.17,0.17,0.98,11.08,2.92
9/27/2021,WE6,2.78,0.75,Surface,13:20,41.7051,-83.3862,11.66,0.98,sunny,0.7,17.6,492,4.4,32.9,7.13,271.9,11.9,<0.1,0.22,0.87,5.45,117.03,119.81,76.25,156.72,2.3,0.54,0.09,5.69,4.68,0.68
9/27/2021,WE8,4.89,0.75,Surface,9:39,41.8321,-83.3595,18.08,1.64,sunny,1,18.2,280.7,5.5,25.3,8.1,283.6,9.92,0.67,0.33,3.31,27.81,56.27,17.17,10.8,7.42,0.042,1.67,0.27,1.2,13.16,3.56
9/27/2021,WE8,,4.3,Bottom,,,,,,,,18.1,280.7,5.4,26.2,8.52,1.1,,0.45,0.36,3.60,27.4,,,,,,,,,,
9/27/2021,WE9,2.48,0.75,Surface,13:47,41.7173,-83.4236,11.66,0.98,sunny,0.4,17.8,470.6,8.8,11.1,7.13,199.9,19.1,0.11,0.19,4.98,11.6,137.78,110.36,68.69,119.22,2.32,1.09,0.16,5.44,13.64,2.12
9/27/2021,WE12,6.43,0.75,Surface,11:16,41.7046,-83.2575,13.61,1.64,sunny,0.5,18.6,267.8,9.3,9.9,8.45,287.6,14.3,0.44,0.36,2.58,29.08,57.64,16.95,15.64,12.82,0.032,1.45,0.21,0.98,15.24,4.4
9/27/2021,WE12,,5.8,Bottom,,,,,,,,18.6,267.9,9.2,10.2,8.39,0,,0.48,0.39,3.25,28.59,,,,,,,,,,
10/4/2021,WE2,5.5,0.75,Surface,12:47,41.762,-83.3307,3.89,0.33,cloudy,1.3,19,294.7,3.9,38,8.15,365.1,4.94,0.11,0.2,6.78,16.64,41.99,18.65,10.63,9.19,0.074,1.03,0.17,0.98,5.48,2.24
10/4/2021,WE2,,4.6,Bottom,,,,,,,,18.8,309.5,3.8,38.6,8.2,5.2,,<0.1,0.2,1.05,8.45,,,,,,,,,,
10/4/2021,WE4,8.41,0.75,Surface,9:36,41.8302,-83.1947,7,0.33,rain,2.7,18.9,249,2.3,56.1,8.78,109.4,1.4,<0.1,<0.1,3.85,13,16.93,12,1.46,8.02,0.201,0.65,0.11,0.32,2.6,1.8
10/4/2021,WE6,2.93,0.75,Surface,12:06,41.7054,-83.3845,5.83,0.33,cloudy,1.2,19.7,447.7,3.5,42.2,7.48,224.2,6.34,0.22,0.21,4.43,18.74,105.43,95.98,50.7,50.67,1.647,0.85,0.16,4.02,4.52,2.2
10/4/2021,WE8,4.99,0.75,Surface,9:18,41.8337,-83.358,6.03,0.33,cloudy,1.3,19.2,312,3.5,41.6,8.21,257.7,6.61,0.14,0.23,27.58,33,47.66,12.62,3.68,6.69,0.037,1.71,0.32,1.44,5.56,4.52
10/4/2021,WE8,,4.3,Bottom,,,,,,,,18.7,319.3,2.6,52.7,8.48,4.3,,0.18,0.26,4.16,15.4,,,,,,,,,,
10/4/2021,WE9,2.9,0.75,Surface,12:21,41.7172,-83.4224,3.89,0.33,cloudy,1,19.2,409.2,4.5,32.8,7.56,143.5,8.18,0.17,0.19,3.61,19.76,94.91,71.84,50.72,78.74,1.621,1.08,0.19,3.7,6.32,4.04
10/4/2021,WE12,6.62,0.75,Surface,11:32,41.7027,-83.2536,3.89,0.33,cloudy,1.5,19.1,257.4,4,37.1,8.32,257.7,5.34,<0.1,0.15,5.02,19.23,30.4,9.92,2.34,8.36,0.029,0.96,0.17,0.7,5.6,1.84
10/4/2021,WE12,,5.9,Bottom,,,,,,,,19,262.6,3.8,38.4,8.65,2.4,,<0.1,0.17,2.50,15.66,,,,,,,,,,
10/4/2021,WE13,8.94,0.75,Surface,10:31,41.7426,-83.1359,6.03,0.33,cloudy,2.5,19.2,233.6,2.4,54.9,8.59,380,2.04,0.1,0.1,2.02,11.15,16.05,13.11,2.26,10.33,0.174,0.59,0.09,0.3,2.64,1.36
10/4/2021,WE13,,8.3,Bottom,,,,,,,,19.1,233.1,2.5,53.7,9.04,12.1,,<0.1,0.15,1.82,10.85,,,,,,,,,,
10/4/2021,WE16,6.02,0.75,Surface,11:03,41.6595,-83.1428,5.83,0.66,cloudy,1.5,19.1,254.7,3.4,42.7,8.17,332.7,4.23,<0.1,0.14,2.98,16.61,27.03,12.24,4.16,10.55,0.03,0.71,0.12,0.57,4.52,1.68
10/12/2021,WE2,5.16,0.75,Surface,10:38,41.7611,-83.3337,13.61,1.31,partly sunny,1,20.1,344.6,,,7.67,,10.3,<0.1,<0.1,9.98,15.72,61.08,21.71,22.06,26.63,0.658,1.09,0.19,1.96,9.2,2.04
10/12/2021,WE2,,4.4,Bottom,,,,,,,,20.1,344.3,,,7.86,,,<0.1,0.25,4.31,15.5,,,,,,,,,,
10/12/2021,WE4,8.32,0.75,Surface,8:40,41.8256,-83.1987,15.94,1.31,mostly cloudy,,19.9,236.1,,,7.86,,1.38,<0.1,<0.1,0.66,5.45,13.45,7.42,3.97,15.79,0.331,0.37,0.06,0.33,1.64,0.82
10/12/2021,WE6,2.78,0.75,Surface,9:55,41.7057,-83.3856,15.55,1.31,cloudy,1.4,20.3,296.2,,,7.44,,5.22,0.15,0.29,1.32,9.75,41.11,26.13,16.78,27.65,0.214,0.65,0.1,1.26,5.24,1.6
10/12/2021,WE8,5.11,0.75,Surface,7:57,41.8314,-83.3582,18.08,1.31,partly sunny,1,20.9,325.2,,,8,,8.29,0.15,0.21,20.23,33.61,40.6,9.97,2.31,19.36,0.337,1.81,0.34,1.43,9.92,3.52
10/12/2021,WE8,,4.5,Bottom,,,,,,,,20.9,325.3,,,8.54,,,0.15,0.2,19.90,34.86,,,,,,,,,,
10/12/2021,WE9,2.41,0.75,Surface,10:10,41.7175,-83.4239,15.55,1.31,sunny,0.4,20.7,490.7,,,6.11,,19.1,<0.1,0.13,0.99,10.73,149.38,102.07,79.46,109.26,2.982,1.08,0.16,5.48,19.16,2.12
10/12/2021,WE12,6.43,0.75,Surface,9:23,41.7035,-83.2563,13.61,1.31,cloudy,1,19.9,295.9,,,7.73,,6.53,<0.1,0.19,2.19,10.4,41.29,19.36,14.64,15.36,0.201,0.73,0.12,1.31,7.52,1.28
10/12/2021,WE12,,5.8,Bottom,,,,,,,,19.9,296.3,,,7.93,,,<0.1,0.2,2.11,10.43,,,,,,,,,,
10/18/2021,WE2,5.61,0.75,Surface,11:08,41.7629,-83.3305,3.89,0.66,sunny,1,17.1,323.7,,,8.04,,10.1,<0.1,0.14,3.21,17.5,53.54,20.89,18.68,30.64,0.435,1,0.18,1.48,7.64,1.52
10/18/2021,WE2,,4.7,Bottom,,,,,,,,16.9,346.4,,,8.46,,,<0.1,0.18,1.80,10.53,,,,,,,,,,
10/18/2021,WE4,8.39,0.75,Surface,8:36,41.8314,-83.1967,7.97,0.98,sunny,2.7,17.9,245.6,,,8.82,,1.77,<0.1,<0.1,0.21,3.92,21.25,15.59,5.51,20.57,0.354,0.24,0.05,0.32,2.37,0.07
10/18/2021,WE6,3.11,0.75,Surface,10:29,41.7067,-83.384,3.89,0.98,sunny,0.1,15.9,407.7,,,6.39,,58,<0.1,<0.1,0.24,2.66,267.46,168.54,133.82,68.04,3.579,1.73,0.23,9.52,48.72,4.36
10/18/2021,WE8,4.97,0.75,Surface,8:00,41.833,-83.3615,8.94,0.98,sunny,2.8,17.5,453.3,,,8.08,,4.73,<0.1,0.1,2.45,11.93,75.4,40.8,40.28,69.57,2.059,0.65,0.12,3.57,4.85,0.96
10/18/2021,WE8,,4.2,Bottom,,,,,,,,17.6,456.6,,,8.06,,,<0.1,0.2,5.38,10.95,,,,,,,,,,
10/18/2021,WE9,2.66,0.75,Surface,10:44,41.7177,-83.4234,3.89,0.66,sunny,0.1,16.3,415,,,6.17,,65.1,<0.1,<0.1,0.34,6.51,288.77,153.24,145.15,65.99,3.638,1.87,0.28,9.11,56.16,4.6
10/18/2021,WE12,6.8,0.75,Surface,10:00,41.7034,-83.2541,5.83,0.98,sunny,1,16.8,321.1,,,8.53,,7.15,<0.1,0.17,3.96,14.49,56.04,33.14,23.37,15.91,0.584,0.84,0.15,1.87,8.84,0.28
10/18/2021,WE12,,6,Bottom,,,,,,,,16.8,321.8,,,8.6,,,<0.1,0.19,7.39,16.83,,,,,,,,,,
10/18/2021,WE13,9.02,0.75,Surface,9:05,41.7433,-83.1357,6.03,0.66,sunny,1.5,17.7,243.9,,,8.28,,5.25,<0.1,<0.1,0.49,3.41,28.02,11.5,5.91,21.77,0.319,0.42,0.08,0.38,6.6,0.26
10/18/2021,WE13,,8.3,Bottom,,,,,,,,17.7,244.4,,,8.34,,,<0.1,<0.1,0.73,3.74,,,,,,,,,,
10/18/2021,WE16,5.99,0.75,Surface,9:34,41.6579,-83.1387,7.78,0.98,sunny,1,17.4,298.9,,,8.07,,9.01,<0.1,0.18,15.42,13.23,44.27,23.93,15.09,26.22,0.14,0.99,0.18,1.04,10.44,1.74
10/27/2021,WE2,5.7,0.75,Surface,8:50,41.7629,-83.3305,7.97,1.31,cloudy,0.5,13.7,306.8,,,8.87,,12.3,0.13,0.13,1.85,9.49,49.94,19.3,15.63,31.91,0.661,1.17,0.12,1.32,16.12,1.96
10/27/2021,WE2,,5.1,Bottom,,,,,,,,13.8,306.8,,,9.02,,,<0.1,0.13,1.15,8.74,,,,,,,,,,
10/27/2021,WE6,2.88,0.75,Surface,9:16,41.7067,-83.384,5.83,1.31,cloudy,0.2,11.8,481.1,,,8.88,,34,<0.1,0.11,0.73,2.25,222.12,146.22,122.11,89.94,4.165,1.93,0.21,7.01,38.4,4
10/27/2021,WE8,4.99,0.75,Surface,8:26,41.833,-83.3614,9.91,1.31,cloudy,1.4,13.6,428.8,,,9.23,,5.4,<0.1,0.16,1.48,7.34,44.91,33.32,23.61,55.62,1.805,0.6,0.09,2.13,6.44,1.08
10/27/2021,WE8,,4.4,Bottom,,,,,,,,13.6,430.8,,,8.77,,,<0.1,0.12,0.83,6.63,,,,,,,,,,
